,palsa_percentage
764_75_0000_2015_negcrop_7,0.0
764_75_0000_2015_negcrop_8,0.0
764_75_0000_2015_negcrop_9,0.0
764_75_0000_2015_negcrop_10,0.0
764_75_0000_2015_negcrop_11,0.0
764_75_0000_2015_negcrop_12,0.0
764_75_0000_2015_negcrop_13,0.0
764_75_0000_2015_negcrop_14,0.0
764_75_0000_2015_negcrop_15,0.0
764_75_0000_2015_negcrop_16,0.0
764_75_0000_2015_negcrop_17,0.0
764_75_0000_2015_negcrop_18,0.0
764_75_0000_2015_negcrop_19,0.0
764_75_0000_2015_negcrop_20,0.0
764_75_0000_2015_negcrop_21,0.0
764_75_0000_2015_negcrop_22,0.0
764_75_0000_2015_negcrop_23,0.0
764_75_0000_2015_negcrop_24,0.0
764_75_0000_2015_negcrop_25,0.0
764_75_0000_2015_negcrop_26,0.0
764_75_0000_2015_negcrop_27,0.0
764_75_0000_2015_negcrop_28,0.0
764_75_0000_2015_negcrop_29,0.0
764_75_0000_2015_negcrop_30,0.0
764_75_0000_2015_negcrop_31,0.0
764_75_0000_2015_negcrop_32,0.0
764_75_0000_2015_negcrop_33,0.0
764_75_0000_2015_negcrop_34,0.0
764_75_0000_2015_negcrop_35,0.0
764_75_0000_2015_negcrop_36,0.0
764_75_0000_2015_negcrop_37,0.0
764_75_0000_2015_negcrop_38,0.0
764_75_0000_2015_negcrop_39,0.0
764_75_0000_2015_negcrop_40,0.0
764_75_0000_2015_negcrop_41,0.0
764_75_0000_2015_negcrop_42,0.0
764_75_0000_2015_negcrop_43,0.0
764_75_0000_2015_negcrop_44,0.0
764_75_0000_2015_negcrop_45,0.0
764_75_0000_2015_negcrop_46,0.0
764_75_0000_2015_negcrop_47,0.0
764_75_0000_2015_negcrop_48,0.0
764_75_0000_2015_negcrop_49,0.0
764_75_0000_2015_negcrop_50,0.0
764_75_0000_2015_negcrop_51,0.0
764_75_0000_2015_negcrop_52,0.0
764_75_0000_2015_negcrop_53,0.0
764_75_0000_2015_crop_35_aug,0.0
764_75_0000_2015_crop_47_aug,8.0
764_75_0000_2015_crop_58_aug,2.0
764_75_0000_2015_crop_66_aug,1.0
764_75_0000_2015_crop_67_aug,14.25
764_75_0000_2015_crop_68_aug,10.0
764_75_0000_2015_crop_77_aug,5.5
764_75_0000_2015_crop_78_aug,17.5
764_75_0000_2015_crop_79_aug,25.25
764_75_0000_2015_crop_80_aug,48.75
764_75_0000_2015_crop_83_aug,1.25
764_75_0000_2015_crop_89_aug,10.5
764_75_0000_2015_crop_90_aug,35.75
764_75_0000_2015_crop_91_aug,29.0
764_75_0000_2015_crop_92_aug,26.5
764_75_0000_2015_crop_94_aug,23.75
764_75_0000_2015_crop_95_aug,54.5
764_75_0000_2015_crop_101_aug,12.5
764_75_0000_2015_crop_102_aug,28.0
764_75_0000_2015_crop_103_aug,17.5
764_75_0000_2015_crop_104_aug,31.25
764_75_0000_2015_crop_105_aug,36.25
764_75_0000_2015_crop_106_aug,39.5
764_75_0000_2015_crop_107_aug,43.25
764_75_0000_2015_crop_113_aug,20.25
764_75_0000_2015_crop_114_aug,0.25
764_75_0000_2015_crop_115_aug,8.0
764_75_0000_2015_crop_116_aug,51.25
764_75_0000_2015_crop_117_aug,59.75
764_75_0000_2015_crop_118_aug,53.25
764_75_0000_2015_crop_119_aug,54.25
764_75_0000_2015_crop_121_aug,6.5
764_75_0000_2015_crop_122_aug,25.25
764_75_0000_2015_crop_123_aug,30.75
764_75_0000_2015_crop_124_aug,11.5
764_75_0000_2015_crop_125_aug,41.75
764_75_0000_2015_crop_126_aug,0.5
764_75_0000_2015_crop_127_aug,5.5
764_75_0000_2015_crop_128_aug,58.75
764_75_0000_2015_crop_129_aug,40.75
764_75_0000_2015_crop_130_aug,47.25
764_75_0000_2015_crop_131_aug,61.25
764_75_0000_2015_crop_132_aug,24.25
764_75_0000_2015_crop_133_aug,38.75
764_75_0000_2015_crop_134_aug,63.5
764_75_0000_2015_crop_135_aug,54.25
764_75_0000_2015_crop_136_aug,25.0
764_75_0000_2015_crop_137_aug,0.75
764_75_0000_2015_crop_138_aug,9.5
764_75_0000_2015_crop_139_aug,27.0
764_75_0000_2015_crop_140_aug,52.25
764_75_0000_2015_crop_141_aug,25.0
764_75_0000_2015_crop_142_aug,75.5
764_75_0000_2015_crop_143_aug,20.5
753_67_2575_2014_crop_75,0.5
753_67_2575_2014_crop_76,0.75
753_67_2575_2014_crop_84,20.5
753_67_2575_2014_crop_87,5.5
753_67_2575_2014_crop_88,1.0
753_67_2575_2014_crop_99,6.25
753_67_2575_2014_crop_100,7.25
753_67_2575_2014_crop_101,14.5
753_67_2575_2014_crop_111,2.5
753_67_2575_2014_crop_112,8.25
753_67_2575_2014_crop_113,1.25
753_67_2575_2014_negcrop_0,0.0
753_67_2575_2014_negcrop_1,0.0
753_67_2575_2014_negcrop_2,0.0
753_67_2575_2014_negcrop_3,0.0
753_67_2575_2014_negcrop_4,0.0
753_67_2575_2014_negcrop_5,0.0
753_67_2575_2014_negcrop_6,0.0
753_67_2575_2014_negcrop_7,0.0
753_67_2575_2014_negcrop_8,0.0
753_67_2575_2014_negcrop_9,0.0
753_67_2575_2014_negcrop_10,0.0
753_67_2575_2014_crop_75_aug,0.5
753_67_2575_2014_crop_76_aug,0.75
753_67_2575_2014_crop_84_aug,20.5
753_67_2575_2014_crop_87_aug,5.5
753_67_2575_2014_crop_88_aug,1.0
753_67_2575_2014_crop_99_aug,6.25
753_67_2575_2014_crop_100_aug,7.25
753_67_2575_2014_crop_101_aug,14.5
753_67_2575_2014_crop_111_aug,2.5
753_67_2575_2014_crop_112_aug,8.25
753_67_2575_2014_crop_113_aug,1.25
761_70_0075_2018_crop_69,0.0
761_70_0075_2018_crop_94,1.5
761_70_0075_2018_crop_95,14.5
761_70_0075_2018_crop_106,0.0
761_70_0075_2018_crop_107,5.5
761_70_0075_2018_crop_118,1.0
761_70_0075_2018_crop_119,7.75
761_70_0075_2018_crop_131,0.0
761_70_0075_2018_crop_143,3.75
761_70_0075_2018_negcrop_0,0.0
761_70_0075_2018_negcrop_1,0.0
761_70_0075_2018_negcrop_2,0.0
761_70_0075_2018_negcrop_3,0.0
761_70_0075_2018_negcrop_4,0.0
761_70_0075_2018_negcrop_5,0.0
761_70_0075_2018_negcrop_6,0.0
761_70_0075_2018_negcrop_7,0.0
761_70_0075_2018_negcrop_8,0.0
761_70_0075_2018_crop_69_aug,0.0
761_70_0075_2018_crop_94_aug,1.5
761_70_0075_2018_crop_95_aug,14.5
761_70_0075_2018_crop_106_aug,0.0
761_70_0075_2018_crop_107_aug,5.5
761_70_0075_2018_crop_118_aug,1.0
761_70_0075_2018_crop_119_aug,7.75
761_70_0075_2018_crop_131_aug,0.0
761_70_0075_2018_crop_143_aug,3.75
758_70_5050_2013_crop_7,0.5
758_70_5050_2013_crop_18,18.75
758_70_5050_2013_crop_19,8.75
758_70_5050_2013_crop_24,0.5
758_70_5050_2013_crop_30,53.5
758_70_5050_2013_crop_31,10.25
758_70_5050_2013_crop_36,0.75
758_70_5050_2013_crop_42,0.5
758_70_5050_2013_crop_43,3.25
758_70_5050_2013_crop_44,2.5
758_70_5050_2013_crop_54,19.75
758_70_5050_2013_crop_55,5.75
758_70_5050_2013_crop_65,5.0
758_70_5050_2013_crop_66,3.75
758_70_5050_2013_crop_67,23.75
758_70_5050_2013_crop_68,13.75
758_70_5050_2013_crop_79,4.5
758_70_5050_2013_crop_80,2.25
758_70_5050_2013_negcrop_0,0.0
758_70_5050_2013_negcrop_1,0.0
758_70_5050_2013_negcrop_2,0.0
758_70_5050_2013_negcrop_3,0.0
758_70_5050_2013_negcrop_4,0.0
758_70_5050_2013_negcrop_5,0.0
758_70_5050_2013_negcrop_6,0.0
758_70_5050_2013_negcrop_7,0.0
758_70_5050_2013_negcrop_8,0.0
758_70_5050_2013_negcrop_9,0.0
758_70_5050_2013_negcrop_10,0.0
758_70_5050_2013_negcrop_11,0.0
758_70_5050_2013_negcrop_12,0.0
758_70_5050_2013_negcrop_13,0.0
758_70_5050_2013_negcrop_14,0.0
758_70_5050_2013_negcrop_15,0.0
758_70_5050_2013_negcrop_16,0.0
758_70_5050_2013_negcrop_17,0.0
758_70_5050_2013_crop_7_aug,0.5
758_70_5050_2013_crop_18_aug,18.75
758_70_5050_2013_crop_19_aug,8.75
758_70_5050_2013_crop_24_aug,0.5
758_70_5050_2013_crop_30_aug,53.5
758_70_5050_2013_crop_31_aug,10.25
758_70_5050_2013_crop_36_aug,0.75
758_70_5050_2013_crop_42_aug,0.5
758_70_5050_2013_crop_43_aug,3.25
758_70_5050_2013_crop_44_aug,2.5
758_70_5050_2013_crop_54_aug,19.75
758_70_5050_2013_crop_55_aug,5.75
758_70_5050_2013_crop_65_aug,5.0
758_70_5050_2013_crop_66_aug,3.75
758_70_5050_2013_crop_67_aug,23.75
758_70_5050_2013_crop_68_aug,13.75
758_70_5050_2013_crop_79_aug,4.5
758_70_5050_2013_crop_80_aug,2.25
759_70_2575_2013_crop_2,1.5
759_70_2575_2013_crop_14,0.75
759_70_2575_2013_negcrop_0,0.0
759_70_2575_2013_negcrop_1,0.0
759_70_2575_2013_crop_2_aug,1.5
759_70_2575_2013_crop_14_aug,0.75
761_71_7500_2018_crop_0,2.25
761_71_7500_2018_crop_3,0.0
761_71_7500_2018_negcrop_0,0.0
761_71_7500_2018_negcrop_1,0.0
761_71_7500_2018_crop_0_aug,2.25
761_71_7500_2018_crop_3_aug,0.0
749_68_7500_2015_crop_86,0.0
749_68_7500_2015_crop_87,0.0
749_68_7500_2015_crop_88,0.0
749_68_7500_2015_crop_97,0.0
749_68_7500_2015_crop_100,0.0
749_68_7500_2015_crop_108,0.0
749_68_7500_2015_negcrop_0,0.0
749_68_7500_2015_negcrop_1,0.0
749_68_7500_2015_negcrop_2,0.0
749_68_7500_2015_negcrop_3,0.0
749_68_7500_2015_negcrop_4,0.0
749_68_7500_2015_negcrop_5,0.0
749_68_7500_2015_crop_86_aug,0.0
749_68_7500_2015_crop_87_aug,0.0
749_68_7500_2015_crop_88_aug,0.0
749_68_7500_2015_crop_97_aug,0.0
749_68_7500_2015_crop_100_aug,0.0
749_68_7500_2015_crop_108_aug,0.0
747_68_5000_2014_crop_12,0.0
747_68_5000_2014_negcrop_0,0.0
747_68_5000_2014_crop_12_aug,0.0
763_71_0050_2018_crop_8,9.0
763_71_0050_2018_crop_9,8.25
763_71_0050_2018_negcrop_0,0.0
763_71_0050_2018_negcrop_1,0.0
763_71_0050_2018_crop_8_aug,9.0
763_71_0050_2018_crop_9_aug,8.25
758_73_0075_2013_crop_12,0.5
758_73_0075_2013_crop_64,0.0
758_73_0075_2013_crop_76,1.0
758_73_0075_2013_crop_88,1.0
758_73_0075_2013_crop_89,2.5
758_73_0075_2013_crop_134,0.0
758_73_0075_2013_crop_135,1.5
758_73_0075_2013_crop_138,2.0
758_73_0075_2013_negcrop_0,0.0
758_73_0075_2013_negcrop_1,0.0
758_73_0075_2013_negcrop_2,0.0
758_73_0075_2013_negcrop_3,0.0
758_73_0075_2013_negcrop_4,0.0
758_73_0075_2013_negcrop_5,0.0
758_73_0075_2013_negcrop_6,0.0
758_73_0075_2013_negcrop_7,0.0
758_73_0075_2013_crop_12_aug,0.5
758_73_0075_2013_crop_64_aug,0.0
758_73_0075_2013_crop_76_aug,1.0
758_73_0075_2013_crop_88_aug,1.0
758_73_0075_2013_crop_89_aug,2.5
758_73_0075_2013_crop_134_aug,0.0
758_73_0075_2013_crop_135_aug,1.5
758_73_0075_2013_crop_138_aug,2.0
765_72_5025_2016_crop_32,0.0
765_72_5025_2016_crop_39,0.0
765_72_5025_2016_crop_40,0.0
765_72_5025_2016_crop_44,0.0
765_72_5025_2016_crop_51,2.0
765_72_5025_2016_crop_52,0.0
765_72_5025_2016_crop_57,13.0
765_72_5025_2016_crop_58,8.0
765_72_5025_2016_crop_69,12.0
765_72_5025_2016_negcrop_0,0.0
765_72_5025_2016_negcrop_1,0.0
765_72_5025_2016_negcrop_2,0.0
765_72_5025_2016_negcrop_3,0.0
765_72_5025_2016_negcrop_4,0.0
765_72_5025_2016_negcrop_5,0.0
765_72_5025_2016_negcrop_6,0.0
765_72_5025_2016_negcrop_7,0.0
765_72_5025_2016_negcrop_8,0.0
765_72_5025_2016_crop_32_aug,0.0
765_72_5025_2016_crop_39_aug,0.0
765_72_5025_2016_crop_40_aug,0.0
765_72_5025_2016_crop_44_aug,0.0
765_72_5025_2016_crop_51_aug,2.0
765_72_5025_2016_crop_52_aug,0.0
765_72_5025_2016_crop_57_aug,13.0
765_72_5025_2016_crop_58_aug,8.0
765_72_5025_2016_crop_69_aug,12.0
750_65_5075_2015_crop_0,23.0
750_65_5075_2015_crop_1,28.25
750_65_5075_2015_crop_2,13.5
750_65_5075_2015_crop_3,0.0
750_65_5075_2015_crop_12,21.0
750_65_5075_2015_crop_13,19.25
750_65_5075_2015_crop_14,32.75
750_65_5075_2015_crop_15,24.0
750_65_5075_2015_crop_16,1.25
750_65_5075_2015_crop_24,4.5
750_65_5075_2015_crop_25,18.25
750_65_5075_2015_crop_26,27.5
750_65_5075_2015_crop_27,1.0
750_65_5075_2015_crop_36,11.75
750_65_5075_2015_crop_37,8.0
750_65_5075_2015_crop_38,15.0
750_65_5075_2015_crop_39,3.75
750_65_5075_2015_crop_40,0.0
750_65_5075_2015_crop_41,0.0
750_65_5075_2015_crop_49,2.5
750_65_5075_2015_crop_50,7.0
750_65_5075_2015_crop_51,0.5
750_65_5075_2015_crop_52,0.0
750_65_5075_2015_crop_60,3.25
750_65_5075_2015_crop_61,4.25
750_65_5075_2015_crop_62,0.0
750_65_5075_2015_crop_63,3.5
750_65_5075_2015_crop_64,0.0
750_65_5075_2015_crop_72,3.75
750_65_5075_2015_crop_73,0.0
750_65_5075_2015_crop_74,0.0
750_65_5075_2015_crop_75,1.0
750_65_5075_2015_crop_86,0.0
750_65_5075_2015_crop_98,0.0
750_65_5075_2015_crop_120,13.0
750_65_5075_2015_crop_121,3.5
750_65_5075_2015_crop_132,12.25
750_65_5075_2015_crop_133,0.5
750_65_5075_2015_negcrop_0,0.0
750_65_5075_2015_negcrop_1,0.0
750_65_5075_2015_negcrop_2,0.0
750_65_5075_2015_negcrop_3,0.0
750_65_5075_2015_negcrop_4,0.0
750_65_5075_2015_negcrop_5,0.0
750_65_5075_2015_negcrop_6,0.0
750_65_5075_2015_negcrop_7,0.0
750_65_5075_2015_negcrop_8,0.0
750_65_5075_2015_negcrop_9,0.0
750_65_5075_2015_negcrop_10,0.0
750_65_5075_2015_negcrop_11,0.0
750_65_5075_2015_negcrop_12,0.0
750_65_5075_2015_negcrop_13,0.0
750_65_5075_2015_negcrop_14,0.0
750_65_5075_2015_negcrop_15,0.0
750_65_5075_2015_negcrop_16,0.0
750_65_5075_2015_negcrop_17,0.0
750_65_5075_2015_negcrop_18,0.0
750_65_5075_2015_negcrop_19,0.0
750_65_5075_2015_negcrop_20,0.0
750_65_5075_2015_negcrop_21,0.0
750_65_5075_2015_negcrop_22,0.0
750_65_5075_2015_negcrop_23,0.0
750_65_5075_2015_negcrop_24,0.0
750_65_5075_2015_negcrop_25,0.0
750_65_5075_2015_negcrop_26,0.0
750_65_5075_2015_negcrop_27,0.0
750_65_5075_2015_negcrop_28,0.0
750_65_5075_2015_negcrop_29,0.0
750_65_5075_2015_negcrop_30,0.0
750_65_5075_2015_negcrop_31,0.0
750_65_5075_2015_negcrop_32,0.0
750_65_5075_2015_negcrop_33,0.0
750_65_5075_2015_negcrop_34,0.0
750_65_5075_2015_negcrop_35,0.0
750_65_5075_2015_negcrop_36,0.0
750_65_5075_2015_negcrop_37,0.0
750_65_5075_2015_crop_0_aug,23.0
750_65_5075_2015_crop_1_aug,28.25
750_65_5075_2015_crop_2_aug,13.5
750_65_5075_2015_crop_3_aug,0.0
750_65_5075_2015_crop_12_aug,21.0
750_65_5075_2015_crop_13_aug,19.25
750_65_5075_2015_crop_14_aug,32.75
750_65_5075_2015_crop_15_aug,24.0
750_65_5075_2015_crop_16_aug,1.25
750_65_5075_2015_crop_24_aug,4.5
750_65_5075_2015_crop_25_aug,18.25
750_65_5075_2015_crop_26_aug,27.5
750_65_5075_2015_crop_27_aug,1.0
750_65_5075_2015_crop_36_aug,11.75
750_65_5075_2015_crop_37_aug,8.0
750_65_5075_2015_crop_38_aug,15.0
750_65_5075_2015_crop_39_aug,3.75
750_65_5075_2015_crop_40_aug,0.0
750_65_5075_2015_crop_41_aug,0.0
750_65_5075_2015_crop_49_aug,2.5
750_65_5075_2015_crop_50_aug,7.0
750_65_5075_2015_crop_51_aug,0.5
750_65_5075_2015_crop_52_aug,0.0
750_65_5075_2015_crop_60_aug,3.25
750_65_5075_2015_crop_61_aug,4.25
750_65_5075_2015_crop_62_aug,0.0
750_65_5075_2015_crop_63_aug,3.5
750_65_5075_2015_crop_64_aug,0.0
750_65_5075_2015_crop_72_aug,3.75
750_65_5075_2015_crop_73_aug,0.0
750_65_5075_2015_crop_74_aug,0.0
750_65_5075_2015_crop_75_aug,1.0
750_65_5075_2015_crop_86_aug,0.0
750_65_5075_2015_crop_98_aug,0.0
750_65_5075_2015_crop_120_aug,13.0
750_65_5075_2015_crop_121_aug,3.5
750_65_5075_2015_crop_132_aug,12.25
750_65_5075_2015_crop_133_aug,0.5
758_76_7575_2013_crop_86,4.75
758_76_7575_2013_negcrop_0,0.0
758_76_7575_2013_crop_86_aug,4.75
759_71_0050_2013_crop_70,2.25
759_71_0050_2013_crop_71,0.5
759_71_0050_2013_crop_75,3.5
759_71_0050_2013_crop_99,5.75
759_71_0050_2013_crop_111,0.5
759_71_0050_2013_crop_124,1.0
759_71_0050_2013_crop_125,3.0
759_71_0050_2013_crop_137,0.25
759_71_0050_2013_negcrop_0,0.0
759_71_0050_2013_negcrop_1,0.0
759_71_0050_2013_negcrop_2,0.0
759_71_0050_2013_negcrop_3,0.0
759_71_0050_2013_negcrop_4,0.0
759_71_0050_2013_negcrop_5,0.0
759_71_0050_2013_negcrop_6,0.0
759_71_0050_2013_negcrop_7,0.0
759_71_0050_2013_crop_70_aug,2.25
759_71_0050_2013_crop_71_aug,0.5
759_71_0050_2013_crop_75_aug,3.5
759_71_0050_2013_crop_99_aug,5.75
759_71_0050_2013_crop_111_aug,0.5
759_71_0050_2013_crop_124_aug,1.0
759_71_0050_2013_crop_125_aug,3.0
759_71_0050_2013_crop_137_aug,0.25
750_69_7500_2015_crop_77,0.0
750_69_7500_2015_crop_78,0.0
750_69_7500_2015_crop_88,0.0
750_69_7500_2015_crop_89,0.0
750_69_7500_2015_crop_90,0.0
750_69_7500_2015_crop_125,0.0
750_69_7500_2015_negcrop_0,0.0
750_69_7500_2015_negcrop_1,0.0
750_69_7500_2015_negcrop_2,0.0
750_69_7500_2015_negcrop_3,0.0
750_69_7500_2015_negcrop_4,0.0
750_69_7500_2015_negcrop_5,0.0
750_69_7500_2015_crop_77_aug,0.0
750_69_7500_2015_crop_78_aug,0.0
750_69_7500_2015_crop_88_aug,0.0
750_69_7500_2015_crop_89_aug,0.0
750_69_7500_2015_crop_90_aug,0.0
750_69_7500_2015_crop_125_aug,0.0
751_66_0075_2015_crop_94,0.0
751_66_0075_2015_crop_106,0.0
751_66_0075_2015_crop_107,3.25
751_66_0075_2015_crop_108,0.75
751_66_0075_2015_crop_110,1.25
751_66_0075_2015_crop_111,1.25
751_66_0075_2015_crop_118,2.5
751_66_0075_2015_crop_119,4.75
751_66_0075_2015_crop_122,0.75
751_66_0075_2015_crop_131,0.5
751_66_0075_2015_crop_132,0.25
751_66_0075_2015_crop_133,0.25
751_66_0075_2015_negcrop_0,0.0
751_66_0075_2015_negcrop_1,0.0
751_66_0075_2015_negcrop_2,0.0
751_66_0075_2015_negcrop_3,0.0
751_66_0075_2015_negcrop_4,0.0
751_66_0075_2015_negcrop_5,0.0
751_66_0075_2015_negcrop_6,0.0
751_66_0075_2015_negcrop_7,0.0
751_66_0075_2015_negcrop_8,0.0
751_66_0075_2015_negcrop_9,0.0
751_66_0075_2015_negcrop_10,0.0
751_66_0075_2015_negcrop_11,0.0
751_66_0075_2015_crop_94_aug,0.0
751_66_0075_2015_crop_106_aug,0.0
751_66_0075_2015_crop_107_aug,3.25
751_66_0075_2015_crop_108_aug,0.75
751_66_0075_2015_crop_110_aug,1.25
751_66_0075_2015_crop_111_aug,1.25
751_66_0075_2015_crop_118_aug,2.5
751_66_0075_2015_crop_119_aug,4.75
751_66_0075_2015_crop_122_aug,0.75
751_66_0075_2015_crop_131_aug,0.5
751_66_0075_2015_crop_132_aug,0.25
751_66_0075_2015_crop_133_aug,0.25
762_72_2575_2018_crop_97,0.0
762_72_2575_2018_crop_109,0.5
762_72_2575_2018_crop_120,0.0
762_72_2575_2018_crop_142,0.0
762_72_2575_2018_crop_143,0.0
762_72_2575_2018_negcrop_0,0.0
762_72_2575_2018_negcrop_1,0.0
762_72_2575_2018_negcrop_2,0.0
762_72_2575_2018_negcrop_3,0.0
762_72_2575_2018_negcrop_4,0.0
762_72_2575_2018_crop_97_aug,0.0
762_72_2575_2018_crop_109_aug,0.5
762_72_2575_2018_crop_120_aug,0.0
762_72_2575_2018_crop_142_aug,0.0
762_72_2575_2018_crop_143_aug,0.0
758_74_2550_2013_crop_2,0.0
758_74_2550_2013_crop_12,0.0
758_74_2550_2013_crop_24,0.0
758_74_2550_2013_crop_48,0.0
758_74_2550_2013_crop_130,1.5
758_74_2550_2013_crop_131,0.0
758_74_2550_2013_crop_141,0.5
758_74_2550_2013_negcrop_0,0.0
758_74_2550_2013_negcrop_1,0.0
758_74_2550_2013_negcrop_2,0.0
758_74_2550_2013_negcrop_3,0.0
758_74_2550_2013_negcrop_4,0.0
758_74_2550_2013_negcrop_5,0.0
758_74_2550_2013_negcrop_6,0.0
758_74_2550_2013_crop_2_aug,0.0
758_74_2550_2013_crop_12_aug,0.0
758_74_2550_2013_crop_24_aug,0.0
758_74_2550_2013_crop_48_aug,0.0
758_74_2550_2013_crop_130_aug,1.5
758_74_2550_2013_crop_131_aug,0.0
758_74_2550_2013_crop_141_aug,0.5
763_74_0050_2018_crop_0,25.0
763_74_0050_2018_crop_1,3.75
763_74_0050_2018_crop_12,4.75
763_74_0050_2018_crop_13,6.25
763_74_0050_2018_crop_14,0.0
763_74_0050_2018_crop_24,1.0
763_74_0050_2018_crop_36,0.5
763_74_0050_2018_negcrop_0,0.0
763_74_0050_2018_negcrop_1,0.0
763_74_0050_2018_negcrop_2,0.0
763_74_0050_2018_negcrop_3,0.0
763_74_0050_2018_negcrop_4,0.0
763_74_0050_2018_negcrop_5,0.0
763_74_0050_2018_negcrop_6,0.0
763_74_0050_2018_crop_0_aug,25.0
763_74_0050_2018_crop_1_aug,3.75
763_74_0050_2018_crop_12_aug,4.75
763_74_0050_2018_crop_13_aug,6.25
763_74_0050_2018_crop_14_aug,0.0
763_74_0050_2018_crop_24_aug,1.0
763_74_0050_2018_crop_36_aug,0.5
756_70_2500_2010_crop_31,0.5
756_70_2500_2010_crop_32,1.5
756_70_2500_2010_negcrop_0,0.0
756_70_2500_2010_negcrop_1,0.0
756_70_2500_2010_crop_31_aug,0.5
756_70_2500_2010_crop_32_aug,1.5
746_65_5050_2014_crop_9,0.0
746_65_5050_2014_crop_10,0.0
746_65_5050_2014_crop_45,0.0
746_65_5050_2014_crop_57,0.0
746_65_5050_2014_crop_66,0.0
746_65_5050_2014_crop_140,0.25
746_65_5050_2014_crop_141,0.0
746_65_5050_2014_crop_142,0.5
746_65_5050_2014_negcrop_0,0.0
746_65_5050_2014_negcrop_1,0.0
746_65_5050_2014_negcrop_2,0.0
746_65_5050_2014_negcrop_3,0.0
746_65_5050_2014_negcrop_4,0.0
746_65_5050_2014_negcrop_5,0.0
746_65_5050_2014_negcrop_6,0.0
746_65_5050_2014_negcrop_7,0.0
746_65_5050_2014_crop_9_aug,0.0
746_65_5050_2014_crop_10_aug,0.0
746_65_5050_2014_crop_45_aug,0.0
746_65_5050_2014_crop_57_aug,0.0
746_65_5050_2014_crop_66_aug,0.0
746_65_5050_2014_crop_140_aug,0.25
746_65_5050_2014_crop_141_aug,0.0
746_65_5050_2014_crop_142_aug,0.5
747_62_5050_2019_crop_84,0.25
747_62_5050_2019_negcrop_0,0.0
747_62_5050_2019_crop_84_aug,0.25
759_71_0000_2013_crop_24,2.75
759_71_0000_2013_negcrop_0,0.0
759_71_0000_2013_crop_24_aug,2.75
761_76_0000_2015_crop_63,0.0
761_76_0000_2015_crop_65,0.0
761_76_0000_2015_crop_66,0.0
761_76_0000_2015_crop_75,0.0
761_76_0000_2015_crop_76,0.0
761_76_0000_2015_crop_80,0.25
761_76_0000_2015_crop_87,0.0
761_76_0000_2015_crop_91,0.0
761_76_0000_2015_crop_92,0.0
761_76_0000_2015_crop_99,0.0
761_76_0000_2015_crop_101,0.25
761_76_0000_2015_crop_102,0.5
761_76_0000_2015_crop_103,0.0
761_76_0000_2015_crop_104,0.0
761_76_0000_2015_crop_113,0.0
761_76_0000_2015_crop_124,0.0
761_76_0000_2015_negcrop_0,0.0
761_76_0000_2015_negcrop_1,0.0
761_76_0000_2015_negcrop_2,0.0
761_76_0000_2015_negcrop_3,0.0
761_76_0000_2015_negcrop_4,0.0
761_76_0000_2015_negcrop_5,0.0
761_76_0000_2015_negcrop_6,0.0
761_76_0000_2015_negcrop_7,0.0
761_76_0000_2015_negcrop_8,0.0
761_76_0000_2015_negcrop_9,0.0
761_76_0000_2015_negcrop_10,0.0
761_76_0000_2015_negcrop_11,0.0
761_76_0000_2015_negcrop_12,0.0
761_76_0000_2015_negcrop_13,0.0
761_76_0000_2015_negcrop_14,0.0
761_76_0000_2015_negcrop_15,0.0
761_76_0000_2015_crop_63_aug,0.0
761_76_0000_2015_crop_65_aug,0.0
761_76_0000_2015_crop_66_aug,0.0
761_76_0000_2015_crop_75_aug,0.0
761_76_0000_2015_crop_76_aug,0.0
761_76_0000_2015_crop_80_aug,0.25
761_76_0000_2015_crop_87_aug,0.0
761_76_0000_2015_crop_91_aug,0.0
761_76_0000_2015_crop_92_aug,0.0
761_76_0000_2015_crop_99_aug,0.0
761_76_0000_2015_crop_101_aug,0.25
761_76_0000_2015_crop_102_aug,0.5
761_76_0000_2015_crop_103_aug,0.0
761_76_0000_2015_crop_104_aug,0.0
761_76_0000_2015_crop_113_aug,0.0
761_76_0000_2015_crop_124_aug,0.0
761_77_5025_2015_crop_92,0.25
761_77_5025_2015_crop_93,1.25
761_77_5025_2015_crop_104,2.75
761_77_5025_2015_crop_115,0.0
761_77_5025_2015_crop_116,1.0
761_77_5025_2015_negcrop_0,0.0
761_77_5025_2015_negcrop_1,0.0
761_77_5025_2015_negcrop_2,0.0
761_77_5025_2015_negcrop_3,0.0
761_77_5025_2015_negcrop_4,0.0
761_77_5025_2015_crop_92_aug,0.25
761_77_5025_2015_crop_93_aug,1.25
761_77_5025_2015_crop_104_aug,2.75
761_77_5025_2015_crop_115_aug,0.0
761_77_5025_2015_crop_116_aug,1.0
759_72_2525_2013_crop_9,0.0
759_72_2525_2013_crop_21,2.25
759_72_2525_2013_crop_22,0.0
759_72_2525_2013_crop_30,4.5
759_72_2525_2013_crop_31,0.75
759_72_2525_2013_crop_33,8.75
759_72_2525_2013_crop_34,0.0
759_72_2525_2013_crop_41,0.5
759_72_2525_2013_crop_42,3.0
759_72_2525_2013_crop_43,0.25
759_72_2525_2013_crop_45,0.0
759_72_2525_2013_crop_47,0.25
759_72_2525_2013_crop_61,0.5
759_72_2525_2013_crop_70,0.0
759_72_2525_2013_crop_73,0.75
759_72_2525_2013_crop_82,0.0
759_72_2525_2013_crop_93,0.0
759_72_2525_2013_crop_94,5.5
